1.223500000000000000e+03,-1.326447579999999959e+01,1.007537002500000085e+02
1.223500000000000000e+03,1.326447579999999959e+01,1.007537002500000085e+02
1.223500000000000000e+03,-1.007537002500000085e+02,1.326447579999999959e+01
1.223500000000000000e+03,-8.968750000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,-1.000139922999999840e+02,-1.218750000000000000e+01
1.223500000000000000e+03,1.007537002500000085e+02,1.326447579999999959e+01
1.223500000000000000e+03,1.000139922999999982e+02,-1.218750000000000000e+01
1.223500000000000000e+03,8.968750000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,9.504197690000000875e+01,-3.656250000000000000e+01
1.223500000000000000e+03,9.012028499999999553e+01,-6.069078824999999711e+01
1.223500000000000000e+03,2.435684082366721626e+00,-4.905592040000000225e+02
1.223500000000000000e+03,-2.435684087633278594e+00,-4.905592040000000225e+02
1.223500000000000000e+03,-9.504197689999999454e+01,-3.656250000000000000e+01
1.223500000000000000e+03,-9.012028499999999553e+01,-6.069078824999999711e+01
1.223500000000000000e+03,-3.888947579999999959e+01,9.388750075000000095e+01
1.223500000000000000e+03,-6.186422350000000847e+01,8.062302400000000091e+01
1.223500000000000000e+03,-8.062302400000000091e+01,6.186422350000000137e+01
1.223500000000000000e+03,-9.388750075000000095e+01,3.888947579999999959e+01
1.223500000000000000e+03,3.888947579999999959e+01,9.388750075000000095e+01
1.223500000000000000e+03,6.186422350000000847e+01,8.062302400000000091e+01
1.223500000000000000e+03,8.062302400000000091e+01,6.186422350000000137e+01
1.223500000000000000e+03,9.388750075000000095e+01,3.888947579999999959e+01
1.223500000000000000e+03,8.524891852499999345e+01,-8.457236860000000434e+01
1.223500000000000000e+03,8.037755392500000085e+01,-1.084539488500000033e+02
1.223500000000000000e+03,7.550618740000000173e+01,-1.323355290000000082e+02
1.223500000000000000e+03,7.063481899999999314e+01,-1.562171094999999923e+02
1.223500000000000000e+03,6.576345249999999965e+01,-1.800986859999999865e+02
1.223500000000000000e+03,6.089208600000000615e+01,-2.039802625000000091e+02
1.223500000000000000e+03,5.602071950000000555e+01,-2.278618395000000021e+02
1.223500000000000000e+03,5.114935300000000495e+01,-2.517434160000000247e+02
1.223500000000000000e+03,4.627798459999999636e+01,-2.756250000000000000e+02
1.223500000000000000e+03,4.140661810000000287e+01,-2.995065764999999942e+02
1.223500000000000000e+03,3.653525159999999516e+01,-3.233881529999999884e+02
1.223500000000000000e+03,3.166388367500000101e+01,-3.472697450000000003e+02
1.223500000000000000e+03,2.679251717500000041e+01,-3.711513214999999946e+02
1.223500000000000000e+03,2.192115067499999981e+01,-3.950328980000000456e+02
1.223500000000000000e+03,1.704978419999999772e+01,-4.189144744999999830e+02
1.223500000000000000e+03,1.217841746500000077e+01,-4.427960510000000340e+02
1.223500000000000000e+03,7.307050825000001026e+00,-4.666776274999999714e+02
1.223500000000000000e+03,6.406250000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,3.843750000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,1.281250000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,-1.281250000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,-3.843750000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,-6.406250000000000000e+01,0.000000000000000000e+00
1.223500000000000000e+03,-7.307050825000000138e+00,-4.666776275000000282e+02
1.223500000000000000e+03,-1.217841746500000077e+01,-4.427960510000000340e+02
1.223500000000000000e+03,-1.704978419999999772e+01,-4.189144744999999830e+02
1.223500000000000000e+03,-2.192115067499999981e+01,-3.950328980000000456e+02
1.223500000000000000e+03,-2.679251717500000041e+01,-3.711513214999999946e+02
1.223500000000000000e+03,-3.166388367500000101e+01,-3.472697450000000003e+02
1.223500000000000000e+03,-3.653525159999999516e+01,-3.233881529999999884e+02
1.223500000000000000e+03,-4.140661810000000287e+01,-2.995065764999999942e+02
1.223500000000000000e+03,-4.627798459999999636e+01,-2.756250000000000000e+02
1.223500000000000000e+03,-5.114935300000000495e+01,-2.517434160000000247e+02
1.223500000000000000e+03,-5.602071949999999845e+01,-2.278618395000000021e+02
1.223500000000000000e+03,-6.089208600000000615e+01,-2.039802625000000091e+02
1.223500000000000000e+03,-6.576345249999999965e+01,-1.800986860000000149e+02
1.223500000000000000e+03,-7.063481899999999314e+01,-1.562171094999999923e+02
1.223500000000000000e+03,-7.550618740000000173e+01,-1.323355290000000082e+02
1.223500000000000000e+03,-8.037755392500000085e+01,-1.084539488500000033e+02
1.223500000000000000e+03,-8.524891852499999345e+01,-8.457236860000000434e+01
